timestamp,temperature,humidity,energy_consumption,year,month,day,day_of_week,weekday,holiday,hour,part_of_day,month_start,month_end,quarter_start,quarter_end,day_of_year,THI,enthalpy,relative_humidity,dew_point,temperature_lag_1,humidity_lag_1,temperature_lag_2,humidity_lag_2,temperature_lag_3,humidity_lag_3,temperature_lag_4,humidity_lag_4,temperature_lag_5,humidity_lag_5,temperature_rolling_3,humidity_rolling_3,temperature_ema_3,humidity_ema_3,temp_rate_of_change,humidity_rate_of_change,temp_humidity_interaction,temperature_squared,humidity_squared,wet_bulb_temperature,specific_humidity,HDD,CDD
2023-01-01 05:00:00,1.0246906398561877,72.69153098796994,365.8215805320352,2023,1,1,7,False,False,5,morning,True,False,True,False,1,3.048636014345721,8.41574973706171,72.69153098796994,-3.322492721214827,32.509076640377,74.61615722417895,0.0172166395441297,88.3030583200147,17.319632497082363,30.460579897867763,-7.815168121767667,43.713180435085775,28.22291503102908,26.374678314018347,11.183661306592441,78.5369155107212,10.361985681947429,70.13171891955778,-31.484386000520814,-1.9246262362090079,74.48633140018882,1.0499909074088833,5284.058677374994,-1.2125295554277562,0.002950534768731155,61.45362834528498,24.73199167140608
2023-01-01 06:00:00,18.89383230591165,56.80718698193759,415.4862597362627,2023,1,1,7,False,False,6,morning,True,False,True,False,1,17.85003143119085,38.55746067129968,56.80718698193759,10.13345387896941,1.0246906398561877,72.69153098796994,32.509076640377,74.61615722417895,0.0172166395441297,88.3030583200147,17.319632497082363,30.460579897867763,-7.815168121767667,43.713180435085775,17.47586652871495,68.03829173136215,14.627908993929541,63.46945295074769,17.869141666055462,-15.88434400603235,1073.3054646072962,356.97689920391076,3227.05649280082,13.615788101936747,0.007708661936395132,61.45362834528498,25.625823977317733
2023-01-01 07:00:00,-2.9130647387468227,78.62154191306158,468.2687371553212,2023,1,1,7,False,False,7,morning,True,False,True,False,1,-0.8656101279933774,3.029912379467212,78.62154191306158,-6.0991094776924,18.89383230591165,56.80718698193759,1.0246906398561877,72.69153098796994,32.509076640377,74.61615722417895,0.0172166395441297,88.3030583200147,17.319632497082363,30.460579897867763,5.668486069007009,69.37341996098971,5.857422127591359,71.04549743190464,-21.806897044658474,21.814354931123987,-229.02964145284508,8.485946172130095,6181.346852787298,-4.555869634390557,0.0023884032759318116,82.36669308403181,25.625823977317733
2023-01-01 08:00:00,-8.078073477935659,23.43154349575494,386.9191484421547,2023,1,1,7,False,False,8,morning,True,False,True,False,1,1.4301518258116523,-6.93684308650194,23.43154349575494,-25.316810502673555,-2.9130647387468227,78.62154191306158,18.89383230591165,56.80718698193759,1.0246906398561877,72.69153098796994,32.509076640377,74.61615722417895,0.0172166395441297,88.3030583200147,2.634231363076393,52.95342413025136,-1.1103256751721498,47.238520463829786,-5.165008739188837,-55.18999841730664,-189.2817300601538,65.25527111492751,549.0372305934557,-10.20496811763218,0.00047856432023305395,108.44476656196747,25.625823977317733
2023-01-01 09:00:00,34.366667921264025,66.19697415332631,285.8252873878167,2023,1,1,7,False,False,9,morning,True,False,True,False,1,30.673123730500283,93.25249204452751,66.19697415332631,27.126047639014924,-8.078073477935659,23.43154349575494,-2.9130647387468227,78.62154191306158,18.89383230591165,56.80718698193759,1.0246906398561877,72.69153098796994,32.509076640377,74.61615722417895,7.791843234860518,56.08335318738094,16.628171123045938,56.71774730857805,42.444741399199685,42.76543065757137,2274.969428119863,1181.0678640104377,4382.039387056151,29.011919277543623,0.022877742115491047,108.44476656196747,41.99249189858176
2023-01-01 10:00:00,31.40833720762593,60.62286929383777,248.2404103790199,2023,1,1,7,False,False,10,morning,True,False,True,False,1,27.746427284258893,76.64305164711728,60.62286929383777,22.859350761271703,34.366667921264025,66.19697415332631,-8.078073477935659,23.43154349575494,-2.9130647387468227,78.62154191306158,18.89383230591165,56.80718698193759,1.0246906398561877,72.69153098796994,19.2323105503181,50.083795647639676,24.018254165335932,58.67030830120791,-2.9583307136380945,-5.574104859488536,1904.0635212746884,986.4836461479395,3675.132281417739,25.366244018231807,0.017600187968176136,108.44476656196747,55.400829106207695
2023-01-01 11:00:00,5.542350701555656,53.84404925729575,164.3566470663685,2023,1,1,7,False,False,11,morning,True,False,True,False,1,7.816319210397447,13.1338403886318,53.84404925729575,-3.0647428093534215,31.40833720762593,60.62286929383777,34.366667921264025,66.19697415332631,-8.078073477935659,23.43154349575494,-2.9130647387468227,78.62154191306158,18.89383230591165,56.80718698193759,23.772451943481872,60.22129756815328,14.780302433445794,56.25717877925183,-25.865986506070275,-6.778820036542022,298.4226041757704,30.717651299034472,2899.1816404220913,1.5511007359028968,0.0030096799191800766,120.90241586041182,55.400829106207695
2023-01-01 12:00:00,13.375541639562469,84.49533971686398,290.2493509225115,2023,1,1,7,False,False,12,afternoon,True,False,True,False,1,13.471430536408608,33.83286069573121,84.49533971686398,10.814789691594457,5.542350701555656,53.84404925729575,31.40833720762593,60.62286929383777,34.366667921264025,66.19697415332631,-8.078073477935659,23.43154349575494,-2.9130647387468227,78.62154191306158,16.775409849581354,66.32075275599918,14.07792203650413,70.3762592480579,7.833190938006813,30.65129045956823,1130.1709347318906,178.90511415166947,7139.4624338682515,11.650656679061218,0.008067318260254079,125.52687422084935,55.400829106207695
2023-01-01 13:00:00,-2.151776284328457,74.82689977037455,416.302593823836,2023,1,1,7,False,False,13,afternoon,True,False,True,False,1,0.15369629940839502,3.8420254684556845,74.82689977037455,-6.007076597514557,13.375541639562469,84.49533971686398,5.542350701555656,53.84404925729575,31.40833720762593,60.62286929383777,34.366667921264025,66.19697415332631,-8.078073477935659,23.43154349575494,5.588705352263227,71.05542958151143,5.963072876087836,72.60157950921624,-15.527317923890926,-9.668439946489428,-161.01074835571444,4.630141177798381,5599.064929245679,-4.067302806238541,0.0024055738697096236,145.6786505051778,55.400829106207695
2023-01-01 14:00:00,34.22187394800662,18.72748573213819,169.2701316879515,2023,1,1,7,False,False,14,afternoon,True,False,True,False,1,25.406219397950746,50.46881627718719,18.72748573213819,7.062010835581405,-2.151776284328457,74.82689977037455,13.375541639562469,84.49533971686398,5.542350701555656,53.84404925729575,31.40833720762593,60.62286929383777,34.366667921264025,66.19697415332631,15.148546434413547,59.349908406458916,20.092473412047227,45.664532620677214,36.37365023233507,-56.09941403823636,640.8896560883256,1171.1366565132541,350.71872184743955,18.37079340825071,0.0062548863539759565,145.6786505051778,71.62270305421431
